text,value
"Tempatnya bagus banget, baru seminggu yang lalu kesana, untuk tiket masuk 50k/org dewasa, dri malioboro cmk 30 mnt naik motor, bisa masuk ke dalem liat beberapa candinya, seneng banget pokoknya bisa kesini.",POSITIF
"Nyampe di sini pagi hari... berkabut syahdu banget...
Fasilitas lengkap, parkir jg luas.",POSITIF
"Setelah 10th an baru kesini lagi. Dulu masukny lewat sisi timur sekarang sudah pindah k sisi barat. Harus reservasi dulu lewat web klw mau k sini, bisa juga d sini reservasinya nanti akan d bantu oleh petugas. U/ hri biasa biaya masuk ya 60rb, u/ sabtu minggu 75rb (sudah termasuk wahana naek kapal dan taring). Dapat 1 kalender gajah
+ protokol kesehatan e manteb
+ tempat e adem
+ banyak tempat cuci tangan jadi jgn takut
+ toilet ny bersih
+ pelayanan e bagus
+ konsep paling bagus d area burung dan cakar

- area amphibi kurang menarik apalagi yang ada d kotak kaca, terasa kurang terawat
-banyak area yang tutup (aquarium, pes, kura2, foto ma ular, kandang burung)

Moga lebih d tingkatkan lagi u/ pengelolaan hewan nya walapun dalam kondisi pandemi kayak gini",POSITIF
"Tempat rekreasi yang nyaman untuk keluarga, fasilitas pendukung seperti kereta keliling juga cukup bagus, dengan waktu tunggu yang singkat",POSITIF
Tempat yang enak untuk makan siang bersama teman-teman.,POSITIF
"Ini bukan tempat aslinya,, silahkan yang menandai tempat ini langsung menghapusnya, kasihan banyak wisatawan yang nyasar ke tempat ini,, tempat yang asli ada di dusun gunungsari.. Silahkan cek di maps, teeimakasih.  Dan. Semoga bermanfaat",NEGATIF
Mulai tertata,POSITIF
"Apabila ingin menikmati masakan ikan dari hasil tangkapan laut, di tempat tersebut terdapat pasar ikan dengan bermacam jenis hasil laut. Ada kedai2 yang melayani untuk memasakkan ikan yang di beli dari pasar tersebut sesuai dengan selera masakan yang kita pesan. Sambil menunggu masakan tersebut matang, pengunjung dapat bermain di pantai dan menikmati debur ombak di tempat tersebut. Jika ingin menikmati berkendara di atas pasir pantai, di tempat tersebut ada persewaan atv, motor roda 4 dan juga motor trail.",POSITIF
"Yang suka kuliner ikan laut disini tempatnya,juga yang ingin menikmati suasana pemandangan laut .
Tak lupa kita jangan mandi di tepi laut ini ya ..bahaya.",POSITIF
Tempat Bagus,POSITIF
Siapa yang tidak kenal pantai Parangtritis.. Salah satu pantai legend di indonesia,POSITIF
Krg terawat n tempat hiburan buat anak kecil tdk da...,NEGATIF
Pas Kmrn Nengokin Sodara2 hehehe..,POSITIF
Semoga sampai tujuan,NEGATIF
Terkesan kumuh...pantai ini hanya menjadi lokasi tempat makan dengan pemandangan pantai..,NEGATIF
"Mengesankan banget, banyak wahana air nya..
apalagi ombak banyu sama hujan busa sabun.
mungkin harus ditambahi beberapa unit ban air kuning.",POSITIF
Pantainya kurang terawat,NEGATIF
Panas......,NEGATIF
"Jauh"" dr Malang pingin coba Jogja Bay ternyata msh belum selesai, udah jalanan macet + antrian panjang, didalam mengecewakan......tolong segera diselesaikan & tambah donk fasilitas publiknya. Next time klo ke Jogja mau liat kecanggihannya jgn kalah dengan Wahai di Malang ya.....",NEGATIF
Sangat menyenangkan,NEGATIF
"tempat yang enak buat ngepantai...
dengan pantai warna hitam",POSITIF
Diskriminasi harga domestik dan internasional nya hampir lima kali lipat . Sangat tidak masuk akal,NEGATIF
Klo pagi bisa lihat kapal ikan bersandar bawa ikan.,POSITIF
Kelihatannya bersih tapi baunya bukan main & Tiketnya mahal banget....,NEGATIF
Fasilitas TOILET diparkiran perlu dikasih dong,NEGATIF
Makannya mahal masakanya hambar hmmm,POSITIF
Sayang tempatnya panas bangettt...mungkin bila banyak pohon2nya lebih sejuk,NEGATIF
"Sangat rekomended untuk penyuka wisata kuliner terutama seafood yang fresh dari hasil tangkapan nelayan laut langsung pada saat nelayan pulang menjaring ikan di laut... Prosesnya bisa langsung tawar menawar dg nelayan dan biasanya sdh ada beberapa pemilik restoran yang menawarkan jasa masak di tempatnya dg biaya kurang lebih 15 ribuan saja utk berbagai masakan seperti asam manis, bakar, balado dan lain2...
Pokoknya wisatawan nusantara wajib singgah bila ingin menikmati hidangan laut yg fresh dan murah",POSITIF
"Biasa aja sih, dalamnya juga biasa aja,ga sesuai dengan tiketnya yang mnurut sya lumayan mahal",NEGATIF
"Candi prambanan...gak lengkap ke jogja kalo gak mampir ke candi ini guys ?ÙÔÜ lokasinya gam jauh dari pinggiran jalan utama dengan 2 akses pintu masuk parkiran. Parkirannya luas jadi gak sulit untuk temuin lahan parkir kosong buat mobil. Tempat wisata yang sangat bersejarah cocok untuk keluarga atau bareng sahabat kitanya, harga tiket masuk perorang hanya Rp. 50.000 guys jadi masih terjangkau untuk kita yang kepengen dan sengaja datang kesini.

Pelayanan dari para karyawan yang disana juga pun sangat ramah, masuk kedalam gak terlalu jauh kok hanya 200meter eh udah terlihat dan bisa foto2 di Candinya. Akan tetapi dikondisi yang masih Virus corona kita gak diperbolehkan untuk naik kecandinya yaa. Dan selalu gunakan masker.

Candinya terawat dan syukur banget dibuat fan dibangun kembali candicandinya yang telah rusak,karena banyak banget yang hancur jadi sedih tapi tetap aestetik dong udah sampe disana bakalan gak terasa karena waktu terasa sangat cepat... bagus banget buat foto2.. ohyaa di atapatap candinya ada kamera cctv dong jadi kita akan sangat aman untuk menikmati wisata liburan kitanya..

Aku ingin berbagi beberapa foto yang ku ambil bulan februari ini karena menyempatkan dengan sengaja dari Palembang ke Jogja hehe",POSITIF
Tempat yang dipaksakan buat tempat pariwisata lalu pengelolaan kurang matang. Tidak ada hal positif buat dewasa ataupun keluarga buat trip kesini,NEGATIF
Sejarah kerajaan Indonesia yang mempesona dengan pemandangan candi. Dengan tempat yang terawat dengan baik. Tempat yang bagus sebagai salah satu pembelajaran sejarah indonesia,POSITIF
"Panas , pemandangan begitu doang",NEGATIF
Panas,NEGATIF
kotor banyak sampah dimana2 mungkin karena kurang kesadaran dari pengunjungnya..,NEGATIF
"Jalan keluar yang terlalu panjang, musim debu yang super hebat",NEGATIF
Ukuran mall sebesar itu musholanya minim,NEGATIF
"Tebing Breksi adalah tempat wisata yang berada di wilayah Kabupaten Sleman. Lokasinya berada di sebelah selatan Candi Prambanan dan berdekatan dengan Candi Ijo serta Kompleks Keraton Boko, untuk alamat yang lebih tepat nya yaitu di Jl. Desa Lengkong, RT.02/RW.17, Gn. Sari, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572.
Tebih Breksi menyuguh kan pemandangan yang bagus untuk berfoto dengan latar pemandangan dan,bongkahan batu yang mengelilingi daerah itu pun diukir dan dibuat sedemikian rupa sehingga nampak cantik dan worth it untuk dikunjungi wisatawan.
Tebing Breksi Seperti namanya, wisata ini adalah kawasan yang pada mulanya hanya sebuah tambang batu yang kemudian disulap menjadi tempat wisata. Bahkan, pada Mei 2015, tempat ini resmi disahkan oleh Sri Sultan Hamengku Buwono X sebagai salah satu cagar budaya di Jogja.
Wisata ini juga menyediakan mobil Jeep yang siap mengantar wisatawan untuk berkeliling di sekitaran Tebing Breksi dengan nuansa off-road yang sangat seru dan menantang,ada beberapa lokasi yang di lalui sebagai jalur off road seperti Watu tapak,Candi Banyu Nibo,dan Bukit Breksi.Wisata tebing Breksi juga memiliki lahan parkir yang cukup luas.",POSITIF
"Tempat yang recommended buat belajar anak untuk mengetahui bermacam "" Hewan.. Petugas nya ramah"".. Bisa naik kereta",POSITIF
"Asik, tapi ternyata harga seafoodnya sama dengan dipasar,malah ada yg lebih murah dipasar",POSITIF
"udah harga mahal, servisnya juga gitu2 aja, ga ada yang istimewa, udah gitu, buat apa di depan pintu keluar ada tulisan grab drop point kalo kemudian pengunjung harus tetap jalan keluar gerbang pagar utk naik kendaraan online...payah manajemen TWC",NEGATIF
"Plus: Pantai nelayan jadi banyak ikan segar.
Negatif: Pantainya kotor, sewa ATV terlalu mahal dan jelek.",NEGATIF
"Bau, kotor tak terurus",NEGATIF
"letaknya ga jauh2 amat dari pusat kota, tempatnya bersih dan menaati protokol kesehatan, hewannya banyak dan bervariasi ga bikin gampang bosen, cuma kurang tempat buat wisatawan duduk, karena pas pandemi gini warung2 yang biasanya ada di dalem zoo pada tutup yang buka cuma restonya itu aja. tapi overall disini masih oke meskipun pandemi gini.",POSITIF
"pantainya agak kotor terutama di pesisirnya.tapi dsini lebih banyak rumah makan seafood ketimbang pantai sebelahnya,parangtritis.agak lebih hectic juga soalnya pesisirnya ga terlalu luas,jarak ke pantai deket bgt.",NEGATIF
"Kuliner lokalnya, banyak variasi. Harga bersahabat di kantong.",POSITIF
"tempat edukasi anak, tapi umur di bawah 12 tahun dilarang masuk.",NEGATIF
"Keren banget sih ini,, instagramable buat foto foto, sayangnya ngga bisa masuk ke candi nya karena covid jadi hanya sekitar candi prambanan aja",POSITIF
"Kebun binatangnya Jogja, meski blm sempurna, penyempuraan wahana satwa Di tempat ini terus dikembangkan. Tempat yang luas, bersih  dan nyaman menjadi lokasi wisata yang cocok buat keluarga.",POSITIF
"Setahun semenjak pandemi baru berani ke gl zoo..
Krna pandemi jd hewan nya pd kurus2.. dan tambah dikit..
Tp good lah karena menerapkam prokes yaitu jalur jalan kaki  hanya searah..",POSITIF
Mengagumkan ..kuasa Allah menganghadirkan pantai yg indah,POSITIF
Tempat santai sekeluarga ... Tiket maupun kuliner terjangkau .  Ada jeep touring . Semua joss ...,POSITIF
Kl pergi ke pantai jng lp ke pantai Depo..bs bli ikan dipasar murah2 bs langsung dimasak disana..cocok untuk kluarga pokoknya g bakal nyesel.,POSITIF
mau makan ikan sambil liat pantai? depok tempatnya,POSITIF
Enak buat makan2,POSITIF
"Pantainya bersih,
Jaga selalu kelestarian dan kebersihan nya",POSITIF
"Best experience sih ini hehe, ada banyak tukang foto yang bisa bantu mengabaikan moment kalian (1 cetak foto 20k, 3 foto 50k di Nov 2021) candinya terawat dan tp ada beberapa yang rusak sih, semoga bisa tetap lestari",POSITIF
"1.Sudah tahu mau hujan kenapa pengunjung tetap harus diputar sehingga banyak yang kehujanan
2. Akses bagi pejalan kaki terlalu jauh, sehingga banyak penduduk sekutar yang enggan berkunjung
3. Dari terminal trans jogja banyak tukang ojek dan andong yang berbohong
4. Bagi pihak manajemen flexibel sedikit jangan terlalu egois di musim hujan",NEGATIF
"Akhirnya bisa mengunjungi candi yang dulu pertama kali saya lihat di buku pelajaran IPS sewaktu SD. Ada bus TransJogja yang bisa ditumpangi (naik di shelter Malioboro) walaupun harus berjalan kaki dari pemberhentian terakhir bus tersebut menuju pintu masuk komplek candi Prambanan ini. Dan ternyata areanya cukup luas. Pada komplek candi Prambanan ini, tidak hanya ada candi Prambanan saja tetapi juga ada candi Lumbung, candi Bubrah, dan candi Sewu. Saya hanya mengunjungi candi Prambanan saja. Tidak sanggup rasanya jika harus berjalan mengelilingi area candi dengan berjalan kaki ditambah dengan terik matahari yang cukup menyengat.

*HTM: IDR 50k",POSITIF
"Pantainya pasir item , kotor , banyak prahu nelayan di pinggiran pantai, airnya keruh",NEGATIF
"Kalau mau masuk pantai ini, bisa lewat jalan tikus di sebelah kanan jalan sebelum masuk gapura Parangtritis. Bagi yang ingin mencari pemandangan, mungkin agak kurang cocok di sini. Karena sedikit terhalang oleh kapal-kapal nelayan yang mangkal",NEGATIF
"Sudah tdk layak di tampilkan, berbahaya krn bangunan candi sudah banyak yang miring sudah tdk presisi lagi",NEGATIF
Seru candi borobudur,POSITIF
baik untuk wisata,POSITIF
Pantai yg bagus dengan kapal2 di pingir pantai,POSITIF
"Salah satu kebun binatang terbaik di Indonesia!

- Tempatnya mudah ditemukan
- Biaya masuknya cukup murah
- Parkir yang disediakan sangat luas
- Tempatnya cenderung bersih
- Binatangnya cukup lengkap
- Binatangnya sangat terawat
- Cocok untuk kegiatan belajar di luar sekolah
- Terdapat wahana permainan mini
- Ada pertunjukan dari para binatangnya
- Cenderung naik turun untuk jalannya, tidak cocok untuk yang sudah sepuh",POSITIF
Pemandangan indah plus banyak pilihan warung untuk menikmati Seafood,POSITIF
banyak jual ikan,POSITIF
Jarak pantai sama parkir dan tempat makan gak jauh.. cm agak kotor pantainya,POSITIF
"Pantainya panjang jadi gk usah terlalu ketengah kalau mau main air terutama bagi anak2,ombaknya besar pemandangannya indah pasirnya lembut tdk kasar",POSITIF
segar udaranya n sipðŸ•´ðŸ¾ðŸ‚ðŸ‚ðŸ‚,POSITIF
Pasar ikan termurah.. suka banget Kalo beli seafood kesiniii.. dijamin ga akan nyesel.. selamat berlibur..,POSITIF
"Salah satu tempat wisata legendaris di jogja. Banyak memori tercipta disini, bahkan dengan orang2 yang sekarang sudah tiada lagi. Tempat yang nyaman utk berwisata bersama seluruh keluarga. Banyak spot2 menarik utk foto2, tempat2 kongkow dan bercengkerama, dan berjalan2 bersama anak2. Tempat ini taat prokes banget lho di masa pandemi gini, tersedia banyak sekali tempat2 cuci tangan dan handsanitizer, bahkan hampir di semua wahana ada. Fasilitas toilet juga sangat banyak pula, dan pastinya bersih. Ada beberapa restoran di dalam area, tetapi karena masa pandemi jadinya hanya sedikit yang buka. Tapi santai saja, tersedia pula kios2 yang jual camilan disini, cukup banyak dan tersebar. Fasilitas kereta keliling/taring sangat membantu utk yang malas jalan atau sudah sepuh dan bawa anak kecil, sedangkan fasilitas perahu/katamaran juga sangat menghibur, utamanya utk anak2. Tiket parkir murah lho disini, hanya 5rb rupiah saja, utk HTM per orang, hari senin-kamis 60rb, sabtu-minggu 75rb dan jumat libur. Overall, menyenangkan sekali berwisata disini, anak2 saya suka sekali. ?ÙÔ?Ù÷?",POSITIF
"Bisa makan ikan fresh dri nelayan langsung, dan dimasak dengan bumbu sesuai selera kita.....",POSITIF
Tempat yang selalu ada d agenda setiap kali k jogja,POSITIF
Tidak ada parkir gratis untuk Gojek,NEGATIF
Utk klas di jogja...tiket masuk pas tgl merah kemahalan..nyampe 125 rb. Apalagi pakai kartu yang yang kita punya seperti El Jhon nggak berlaku. Jujur saja sy dan keluarga tdk berminat lagi utk dateng ke jogja bay..berhub dengan tarif juga sewa gazebo jg mahal..masak sih tiket masuk sdh mahal ternyata gazebo masih hrs bayar sewa juga..200 rb lagy...kami dan keluarga kecewa bgt.,NEGATIF
Ikannya segar2 dan masakan nya Mantab,POSITIF
Seafood disini mantap n murah bngt... kalau saya sukanya beli dipasar ikan dsana trus bisa minta dimasakin di warung2 pinggir pantai..,POSITIF
"Pernah hampir kebawa arus disini tapi Alhamdulillah sekeluarga selamat semuaa, pemandangan nya bagus hanya saja ombak terlalu besar",POSITIF
Meskipun anak usia kurang dari 12tahun gaboleh masuk. Tp masih bisa dong foto didepan ?Ù÷ ,POSITIF
Pantai yang bagus dengan prlemandangan kapal nelayan karena menjadi salah satu tempat bersandarnya para nelayan yang habis mencari ikan. Di pantai ini juga terdapat pasar ikan segar sehingga kita dapat membelinya dan bisa langsung dimasak dipantai karena di sini juga banyak yang menyediakan jasa memasak ðŸ˜ŠðŸ‘,POSITIF
"Salah satu Mall terbesar di Yogyakarta yang terintergrasi dengan Hotel Marriot merupakan nilai tambah keberadaan Mall ini. Lokasi yang terletak di pinggir ring road utara juga merupakan nilai tambah karena bila masuk kota di beberapa ruas jalan kita akan bermacet macet ria. Bila kita akan meninggalkan Yogya(pulang berlibur) karena terletak di tepi ring road , akses keluar Yogya juga lancarðŸ‘",POSITIF
"Kali kedua ke Candi Prambanan. Lokasinya di Jalan Raya Jogja-Solo  Lokasi wisata ini menerapkan protokol kesehatan. Tersedia banyak tempat cuci tangan. Jika datang berkunjung lebih dari 1 orang, petugas akan meminta perwakilan 1 orang untuk registrasi tiket. Harga tiket dewasa Rp50.000. Usia 3-10 tahun Rp25.000. Di dalam area terdapat papan interpretasi serta signage atau rambu petunjuk arah yang membantu. Tersedia jasa untuk pemandu wisata (opsional) dengan biaya Rp100.000. Menurut saya sih terlalu mahal. Audio Visual tentang Prambanan sayangnya ditutup karena pandemi. Setelah Anda memasuki area utama Candi Prambanan, Anda dapat memilih opsi melanjutkan ke Candi Bubrah, Lumbung, dan Sewu dengan menaiki kereta wisata (dikenakan biaya Rp10.000/orang) atau Tayo (Rp20.000).

Saran saya naik yang kereta wisata saja. Anda harus coba untuk menikmati Candi Bubrah, Lumbung, dan Sewu sambil menikmati suasana tanpa harus capek berjalan kaki. Kereta berakhir di pintu keluar. Anda akan melewati area suvenir sebelum tiba di area parkir kendaraan.

Secara umum fasilitas sudah baik. Toilet tersedia. Area hijau dan pepohonan juga tertata. Hanya saja tidak bisa menikmati audio visual. Usul saja, mungkin bisa dibuat outdoor audio visual sehingga pengunjung dapat menikmati sekaligus mendapatkan pengetahuan terkait sejarah Candi Prambanan.

Tempat wisata yang harus Anda kunjungi!",POSITIF
"Panas nya minta ampun, tidak terlalu bagus cuma foto foto nya aja, kenyataannya asli dilokasi kurang  bagus",NEGATIF
"
1.Akses jalannya masih banyak yang belubang
2. Plang menuju lokasi sudah tidak terawat
3. Masih banyak sampah yang berserakan
4. Tidak tertatanya tempat parkir dll
5. Harga makanan di setiap warung makanan tidak dicantumkan di daftar menu, khawatir wisatawan yang datang mendapatkan harga ""tembak""",NEGATIF
